subject_id	parent_id	subject_kind	requirement_id	level	decision	status	evidence	limitation
input-ds007116	ro-root	planned-input	A.1	MUST	adopt	not-applicable	studies/ds007116/sourcedata/raw/	This component is not a procedure for reproducing a computational result
input-ds007116	ro-root	planned-input	A.2	SHOULD	decline	not-applicable	studies/ds007116/sourcedata/raw/	This component is not a procedure requiring an executable specification
input-ds007116	ro-root	planned-input	P.1	MUST	adopt	not-applicable	studies/ds007116/sourcedata/raw/	This static component does not execute against host state
input-ds007116	ro-root	planned-input	P.2	MUST	adopt	not-applicable	studies/ds007116/sourcedata/raw/	This component is not a computational environment or executing procedure
input-ds007116	ro-root	planned-input	P.3	MUST	adopt	not-applicable	studies/ds007116/sourcedata/raw/	This component does not define a computational environment
input-ds007116	ro-root	planned-input	E.1	SHOULD	decline	not-applicable	studies/ds007116/sourcedata/raw/	This component does not produce a computational result
input-ds007116	ro-root	planned-input	D.2	SHOULD	decline	not-applicable	studies/ds007116/sourcedata/raw/	This component is not an environment specification or build
input-abcd	ro-root	planned-input	S.1	MUST	adopt	unmet	studies/abcd/sourcedata/raw/	Planned location exists only as a declaration
input-abcd	ro-root	planned-input	S.2	MUST	adopt	unmet	config/components.tsv#license_status	Licence or DUC declaration is not retrievable with the input
input-abcd	ro-root	planned-input	T.1	MUST	adopt	unmet	UNRESOLVED:release-query-and-files	Snapshot or file identities are unresolved
input-abcd	ro-root	planned-input	T.2	SHOULD	adopt	unmet	studies/abcd/sourcedata/raw/	Input is not installed as a compatible DataLad dataset
input-abcd	ro-root	planned-input	T.3	MUST	adopt	unmet	result-manifest.tsv#input_ids	Acquisition and modification provenance do not exist
input-abcd	ro-root	planned-input	T.4-versions	MUST	adopt	unmet	UNRESOLVED:release-query-and-files	Code-driven use cannot identify this unresolved input version
input-abcd	ro-root	planned-input	M.1	SHOULD	adopt	unmet	studies/abcd/sourcedata/raw/	Independent input DataLad boundary is not created
input-abcd	ro-root	planned-input	M.3	SHOULD	adopt	unmet	config/components.tsv#license_status	Input licence or DUC compatibility is unresolved
input-abcd	ro-root	planned-input	D.1	MUST	adopt	restricted	config/components.tsv#access_class	Controlled input will only be retrievable to authorized users after release/query identity exists
input-abcd	ro-root	planned-input	D.3	SHOULD	adopt	unmet	config/components.tsv#license_status	No resolvable licence or DUC identifier
input-abcd	ro-root	planned-input	T.4-programmatic	SHOULD	decline	not-applicable	studies/abcd/sourcedata/raw/	This static component does not perform code-driven modifications or emit provenance records
input-abcd	ro-root	planned-input	A.1	MUST	adopt	not-applicable	studies/abcd/sourcedata/raw/	This component is not a procedure for reproducing a computational result
input-abcd	ro-root	planned-input	A.2	SHOULD	decline	not-applicable	studies/abcd/sourcedata/raw/	This component is not a procedure requiring an executable specification
input-abcd	ro-root	planned-input	P.1	MUST	adopt	not-applicable	studies/abcd/sourcedata/raw/	This static component does not execute against host state
input-abcd	ro-root	planned-input	P.2	MUST	adopt	not-applicable	studies/abcd/sourcedata/raw/	This component is not a computational environment or executing procedure
input-abcd	ro-root	planned-input	P.3	MUST	adopt	not-applicable	studies/abcd/sourcedata/raw/	This component does not define a computational environment
input-abcd	ro-root	planned-input	E.1	SHOULD	decline	not-applicable	studies/abcd/sourcedata/raw/	This component does not produce a computational result
input-abcd	ro-root	planned-input	D.2	SHOULD	decline	not-applicable	studies/abcd/sourcedata/raw/	This component is not an environment specification or build
input-milestones	ro-root	planned-input	S.1	MUST	adopt	unmet	studies/*/sourcedata/regional-milestones/	Planned location exists only as a declaration
input-milestones	ro-root	planned-input	S.2	MUST	adopt	unmet	config/components.tsv#license_status	Licence or DUC declaration is not retrievable with the input
input-milestones	ro-root	planned-input	T.1	MUST	adopt	unmet	UNRESOLVED:resource-version	Snapshot or file identities are unresolved
input-milestones	ro-root	planned-input	T.2	SHOULD	adopt	unmet	studies/*/sourcedata/regional-milestones/	Input is not installed as a compatible DataLad dataset
input-milestones	ro-root	planned-input	T.3	MUST	adopt	unmet	result-manifest.tsv#input_ids	Acquisition and modification provenance do not exist
input-milestones	ro-root	planned-input	T.4-versions	MUST	adopt	unmet	UNRESOLVED:resource-version	Code-driven use cannot identify this unresolved input version
input-milestones	ro-root	planned-input	M.1	SHOULD	adopt	unmet	studies/*/sourcedata/regional-milestones/	Independent input DataLad boundary is not created
input-milestones	ro-root	planned-input	M.3	SHOULD	adopt	unmet	config/components.tsv#license_status	Input licence or DUC compatibility is unresolved
input-milestones	ro-root	planned-input	D.1	MUST	adopt	unmet	config/components.tsv#access_class	No pinned persistent retrieval record
input-milestones	ro-root	planned-input	D.3	SHOULD	adopt	unmet	config/components.tsv#license_status	No resolvable licence or DUC identifier
input-milestones	ro-root	planned-input	T.4-programmatic	SHOULD	decline	not-applicable	studies/*/sourcedata/regional-milestones/	This static component does not perform code-driven modifications or emit provenance records
input-milestones	ro-root	planned-input	A.1	MUST	adopt	not-applicable	studies/*/sourcedata/regional-milestones/	This component is not a procedure for reproducing a computational result
input-milestones	ro-root	planned-input	A.2	SHOULD	decline	not-applicable	studies/*/sourcedata/regional-milestones/	This component is not a procedure requiring an executable specification
input-milestones	ro-root	planned-input	P.1	MUST	adopt	not-applicable	studies/*/sourcedata/regional-milestones/	This static component does not execute against host state
input-milestones	ro-root	planned-input	P.2	MUST	adopt	not-applicable	studies/*/sourcedata/regional-milestones/	This component is not a computational environment or executing procedure
input-milestones	ro-root	planned-input	P.3	MUST	adopt	not-applicable	studies/*/sourcedata/regional-milestones/	This component does not define a computational environment
input-milestones	ro-root	planned-input	E.1	SHOULD	decline	not-applicable	studies/*/sourcedata/regional-milestones/	This component does not produce a computational result
input-milestones	ro-root	planned-input	D.2	SHOULD	decline	not-applicable	studies/*/sourcedata/regional-milestones/	This component is not an environment specification or build
input-templateflow	ro-root	planned-input	S.1	MUST	adopt	unmet	studies/*/sourcedata/templateflow/	Planned location exists only as a declaration
input-templateflow	ro-root	planned-input	S.2	MUST	adopt	unmet	config/components.tsv#license_status	Licence or DUC declaration is not retrievable with the input
input-templateflow	ro-root	planned-input	T.1	MUST	adopt	unmet	UNRESOLVED:artifact-identities	Snapshot or file identities are unresolved
input-templateflow	ro-root	planned-input	T.2	SHOULD	adopt	unmet	studies/*/sourcedata/templateflow/	Input is not installed as a compatible DataLad dataset
input-templateflow	ro-root	planned-input	T.3	MUST	adopt	unmet	result-manifest.tsv#input_ids	Acquisition and modification provenance do not exist
input-templateflow	ro-root	planned-input	T.4-versions	MUST	adopt	unmet	UNRESOLVED:artifact-identities	Code-driven use cannot identify this unresolved input version
input-templateflow	ro-root	planned-input	M.1	SHOULD	adopt	unmet	studies/*/sourcedata/templateflow/	Independent input DataLad boundary is not created
input-templateflow	ro-root	planned-input	M.3	SHOULD	adopt	unmet	config/components.tsv#license_status	Input licence or DUC compatibility is unresolved
input-templateflow	ro-root	planned-input	D.1	MUST	adopt	unmet	config/components.tsv#access_class	No pinned persistent retrieval record
input-templateflow	ro-root	planned-input	D.3	SHOULD	adopt	unmet	config/components.tsv#license_status	No resolvable licence or DUC identifier
input-templateflow	ro-root	planned-input	T.4-programmatic	SHOULD	decline	not-applicable	studies/*/sourcedata/templateflow/	This static component does not perform code-driven modifications or emit provenance records
input-templateflow	ro-root	planned-input	A.1	MUST	adopt	not-applicable	studies/*/sourcedata/templateflow/	This component is not a procedure for reproducing a computational result
input-templateflow	ro-root	planned-input	A.2	SHOULD	decline	not-applicable	studies/*/sourcedata/templateflow/	This component is not a procedure requiring an executable specification
input-templateflow	ro-root	planned-input	P.1	MUST	adopt	not-applicable	studies/*/sourcedata/templateflow/	This static component does not execute against host state
input-templateflow	ro-root	planned-input	P.2	MUST	adopt	not-applicable	studies/*/sourcedata/templateflow/	This component is not a computational environment or executing procedure
input-templateflow	ro-root	planned-input	P.3	MUST	adopt	not-applicable	studies/*/sourcedata/templateflow/	This component does not define a computational environment
input-templateflow	ro-root	planned-input	E.1	SHOULD	decline	not-applicable	studies/*/sourcedata/templateflow/	This component does not produce a computational result
input-templateflow	ro-root	planned-input	D.2	SHOULD	decline	not-applicable	studies/*/sourcedata/templateflow/	This component is not an environment specification or build
runtime-fs741	ro-root	runtime-candidate	S.1	MUST	adopt	unmet	config/runtime-candidates.tsv	Executable bytes or definition are not composed under the root
runtime-fs741	ro-root	runtime-candidate	S.2	MUST	adopt	unmet	config/runtime-candidates.tsv	Licence and governed weight declarations are incomplete
runtime-fs741	ro-root	runtime-candidate	T.1	MUST	adopt	unmet	config/runtime-candidates.tsv	Exact accepted SIF content identity is absent
runtime-fs741	ro-root	runtime-candidate	T.2	SHOULD	adopt	unmet	config/runtime-candidates.tsv	No accepted runtime DataLad component exists
runtime-fs741	ro-root	runtime-candidate	T.3	MUST	adopt	unmet	config/runtime-candidates.tsv	No retrieval, build, qualification, or registration provenance exists
runtime-fs741	ro-root	runtime-candidate	T.4-programmatic	SHOULD	adopt	unmet	config/runtime-candidates.tsv	No runtime operation has programmatically captured provenance
runtime-fs741	ro-root	runtime-candidate	T.4-versions	MUST	adopt	unmet	config/runtime-candidates.tsv	Runtime, wrapper, dependencies, weights, or input versions are unresolved
runtime-fs741	ro-root	runtime-candidate	A.1	MUST	adopt	unmet	config/runtime-candidates.tsv	No qualified executable reproduction command exists
runtime-fs741	ro-root	runtime-candidate	A.2	SHOULD	adopt	unmet	config/runtime-candidates.tsv	Only registry declarations or planned task names exist
runtime-fs741	ro-root	runtime-candidate	M.1	SHOULD	adopt	unmet	config/runtime-candidates.tsv	No independent accepted container boundary exists
runtime-fs741	ro-root	runtime-candidate	M.3	SHOULD	adopt	unmet	config/runtime-candidates.tsv	Runtime and model licence compatibility is unreviewed
runtime-fs741	ro-root	runtime-candidate	P.1	MUST	adopt	unmet	config/runtime-candidates.tsv	Containment, mounts, home, cache, network, and interfaces are untested
runtime-fs741	ro-root	runtime-candidate	P.2	MUST	adopt	unmet	config/runtime-candidates.tsv	No accepted exact SIF environment exists
runtime-fs741	ro-root	runtime-candidate	P.3	MUST	adopt	unmet	config/runtime-candidates.tsv	No accepted definition or SIF identity is version-controlled
runtime-fs741	ro-root	runtime-candidate	E.1	SHOULD	adopt	unmet	config/runtime-candidates.tsv	Fresh disposable execution is untested
runtime-fs741	ro-root	runtime-candidate	D.1	MUST	adopt	unmet	config/runtime-candidates.tsv	Persistent retrieval of exact SIF bytes is not established
runtime-fs741	ro-root	runtime-candidate	D.2	SHOULD	adopt	unmet	config/runtime-candidates.tsv	Reproducible retrieval or build is unproved
runtime-fs741	ro-root	runtime-candidate	D.3	SHOULD	adopt	unmet	config/runtime-candidates.tsv	No resolvable licence identifier is recorded
runtime-fs820-neurodesk	ro-root	runtime-candidate	S.1	MUST	adopt	unmet	config/runtime-candidates.tsv	Executable bytes or definition are not composed under the root
runtime-fs820-neurodesk	ro-root	runtime-candidate	S.2	MUST	adopt	unmet	config/runtime-candidates.tsv	Licence and governed weight declarations are incomplete
runtime-fs820-neurodesk	ro-root	runtime-candidate	T.1	MUST	adopt	unmet	config/runtime-candidates.tsv	Exact accepted SIF content identity is absent
runtime-fs820-neurodesk	ro-root	runtime-candidate	T.2	SHOULD	adopt	unmet	config/runtime-candidates.tsv	No accepted runtime DataLad component exists
runtime-fs820-neurodesk	ro-root	runtime-candidate	T.3	MUST	adopt	unmet	config/runtime-candidates.tsv	No retrieval, build, qualification, or registration provenance exists
runtime-fs820-neurodesk	ro-root	runtime-candidate	T.4-programmatic	SHOULD	adopt	unmet	config/runtime-candidates.tsv	No runtime operation has programmatically captured provenance
runtime-fs820-neurodesk	ro-root	runtime-candidate	T.4-versions	MUST	adopt	unmet	config/runtime-candidates.tsv	Runtime, wrapper, dependencies, weights, or input versions are unresolved
runtime-fs820-neurodesk	ro-root	runtime-candidate	A.1	MUST	adopt	unmet	config/runtime-candidates.tsv	No qualified executable reproduction command exists
runtime-fs820-neurodesk	ro-root	runtime-candidate	A.2	SHOULD	adopt	unmet	config/runtime-candidates.tsv	Only registry declarations or planned task names exist
runtime-fs820-neurodesk	ro-root	runtime-candidate	M.1	SHOULD	adopt	unmet	config/runtime-candidates.tsv	No independent accepted container boundary exists
runtime-fs820-neurodesk	ro-root	runtime-candidate	M.3	SHOULD	adopt	unmet	config/runtime-candidates.tsv	Runtime and model licence compatibility is unreviewed
runtime-fs820-neurodesk	ro-root	runtime-candidate	P.1	MUST	adopt	unmet	config/runtime-candidates.tsv	Containment, mounts, home, cache, network, and interfaces are untested
runtime-fs820-neurodesk	ro-root	runtime-candidate	P.2	MUST	adopt	unmet	config/runtime-candidates.tsv	No accepted exact SIF environment exists
runtime-fs820-neurodesk	ro-root	runtime-candidate	P.3	MUST	adopt	unmet	config/runtime-candidates.tsv	No accepted definition or SIF identity is version-controlled
runtime-fs820-neurodesk	ro-root	runtime-candidate	E.1	SHOULD	adopt	unmet	config/runtime-candidates.tsv	Fresh disposable execution is untested
runtime-fs820-neurodesk	ro-root	runtime-candidate	D.1	MUST	adopt	unmet	config/runtime-candidates.tsv	Persistent retrieval of exact SIF bytes is not established
runtime-fs820-neurodesk	ro-root	runtime-candidate	D.2	SHOULD	adopt	unmet	config/runtime-candidates.tsv	Reproducible retrieval or build is unproved
runtime-fs820-neurodesk	ro-root	runtime-candidate	D.3	SHOULD	adopt	unmet	config/runtime-candidates.tsv	No resolvable licence identifier is recorded
runtime-fs820-project	ro-root	runtime-candidate	S.1	MUST	adopt	unmet	config/runtime-candidates.tsv	Executable bytes or definition are not composed under the root
runtime-fs820-project	ro-root	runtime-candidate	S.2	MUST	adopt	unmet	config/runtime-candidates.tsv	Licence and governed weight declarations are incomplete
runtime-fs820-project	ro-root	runtime-candidate	T.1	MUST	adopt	unmet	config/runtime-candidates.tsv	Exact accepted SIF content identity is absent
runtime-fs820-project	ro-root	runtime-candidate	T.2	SHOULD	adopt	unmet	config/runtime-candidates.tsv	No accepted runtime DataLad component exists
runtime-fs820-project	ro-root	runtime-candidate	T.3	MUST	adopt	unmet	config/runtime-candidates.tsv	No retrieval, build, qualification, or registration provenance exists
runtime-fs820-project	ro-root	runtime-candidate	T.4-programmatic	SHOULD	adopt	unmet	config/runtime-candidates.tsv	No runtime operation has programmatically captured provenance
runtime-fs820-project	ro-root	runtime-candidate	T.4-versions	MUST	adopt	unmet	config/runtime-candidates.tsv	Runtime, wrapper, dependencies, weights, or input versions are unresolved
runtime-fs820-project	ro-root	runtime-candidate	A.1	MUST	adopt	unmet	config/runtime-candidates.tsv	No qualified executable reproduction command exists
runtime-fs820-project	ro-root	runtime-candidate	A.2	SHOULD	adopt	unmet	config/runtime-candidates.tsv	Only registry declarations or planned task names exist
runtime-fs820-project	ro-root	runtime-candidate	M.1	SHOULD	adopt	unmet	config/runtime-candidates.tsv	No independent accepted container boundary exists
runtime-fs820-project	ro-root	runtime-candidate	M.3	SHOULD	adopt	unmet	config/runtime-candidates.tsv	Runtime and model licence compatibility is unreviewed
runtime-fs820-project	ro-root	runtime-candidate	P.1	MUST	adopt	unmet	config/runtime-candidates.tsv	Containment, mounts, home, cache, network, and interfaces are untested
runtime-fs820-project	ro-root	runtime-candidate	P.2	MUST	adopt	unmet	config/runtime-candidates.tsv	No accepted exact SIF environment exists
runtime-fs820-project	ro-root	runtime-candidate	P.3	MUST	adopt	unmet	config/runtime-candidates.tsv	No accepted definition or SIF identity is version-controlled
runtime-fs820-project	ro-root	runtime-candidate	E.1	SHOULD	adopt	unmet	config/runtime-candidates.tsv	Fresh disposable execution is untested
runtime-fs820-project	ro-root	runtime-candidate	D.1	MUST	adopt	unmet	config/runtime-candidates.tsv	Persistent retrieval of exact SIF bytes is not established
runtime-fs820-project	ro-root	runtime-candidate	D.2	SHOULD	adopt	unmet	config/runtime-candidates.tsv	Reproducible retrieval or build is unproved
runtime-fs820-project	ro-root	runtime-candidate	D.3	SHOULD	adopt	unmet	config/runtime-candidates.tsv	No resolvable licence identifier is recorded
runtime-rany	ro-root	runtime-candidate	S.1	MUST	adopt	unmet	config/runtime-candidates.tsv	Executable bytes or definition are not composed under the root
runtime-rany	ro-root	runtime-candidate	S.2	MUST	adopt	unmet	config/runtime-candidates.tsv	Licence and governed weight declarations are incomplete
runtime-rany	ro-root	runtime-candidate	T.1	MUST	adopt	unmet	config/runtime-candidates.tsv	Exact accepted SIF content identity is absent
runtime-rany	ro-root	runtime-candidate	T.2	SHOULD	adopt	unmet	config/runtime-candidates.tsv	No accepted runtime DataLad component exists
runtime-rany	ro-root	runtime-candidate	T.3	MUST	adopt	unmet	config/runtime-candidates.tsv	No retrieval, build, qualification, or registration provenance exists
runtime-rany	ro-root	runtime-candidate	T.4-programmatic	SHOULD	adopt	unmet	config/runtime-candidates.tsv	No runtime operation has programmatically captured provenance
runtime-rany	ro-root	runtime-candidate	T.4-versions	MUST	adopt	unmet	config/runtime-candidates.tsv	Runtime, wrapper, dependencies, weights, or input versions are unresolved
runtime-rany	ro-root	runtime-candidate	A.1	MUST	adopt	unmet	config/runtime-candidates.tsv	No qualified executable reproduction command exists
runtime-rany	ro-root	runtime-candidate	A.2	SHOULD	adopt	unmet	config/runtime-candidates.tsv	Only registry declarations or planned task names exist
runtime-rany	ro-root	runtime-candidate	M.1	SHOULD	adopt	unmet	config/runtime-candidates.tsv	No independent accepted container boundary exists
runtime-rany	ro-root	runtime-candidate	M.3	SHOULD	adopt	unmet	config/runtime-candidates.tsv	Runtime and model licence compatibility is unreviewed
runtime-rany	ro-root	runtime-candidate	P.1	MUST	adopt	unmet	config/runtime-candidates.tsv	Containment, mounts, home, cache, network, and interfaces are untested
runtime-rany	ro-root	runtime-candidate	P.2	MUST	adopt	unmet	config/runtime-candidates.tsv	No accepted exact SIF environment exists
runtime-rany	ro-root	runtime-candidate	P.3	MUST	adopt	unmet	config/runtime-candidates.tsv	No accepted definition or SIF identity is version-controlled
runtime-rany	ro-root	runtime-candidate	E.1	SHOULD	adopt	unmet	config/runtime-candidates.tsv	Fresh disposable execution is untested
runtime-rany	ro-root	runtime-candidate	D.1	MUST	adopt	unmet	config/runtime-candidates.tsv	Persistent retrieval of exact SIF bytes is not established
runtime-rany	ro-root	runtime-candidate	D.2	SHOULD	adopt	unmet	config/runtime-candidates.tsv	Reproducible retrieval or build is unproved
runtime-rany	ro-root	runtime-candidate	D.3	SHOULD	adopt	unmet	config/runtime-candidates.tsv	No resolvable licence identifier is recorded
runtime-racl	ro-root	runtime-candidate	S.1	MUST	adopt	unmet	config/runtime-candidates.tsv	Executable bytes or definition are not composed under the root
runtime-racl	ro-root	runtime-candidate	S.2	MUST	adopt	unmet	config/runtime-candidates.tsv	Licence and governed weight declarations are incomplete
runtime-racl	ro-root	runtime-candidate	T.1	MUST	adopt	unmet	config/runtime-candidates.tsv	Exact accepted SIF content identity is absent
runtime-racl	ro-root	runtime-candidate	T.2	SHOULD	adopt	unmet	config/runtime-candidates.tsv	No accepted runtime DataLad component exists
runtime-racl	ro-root	runtime-candidate	T.3	MUST	adopt	unmet	config/runtime-candidates.tsv	No retrieval, build, qualification, or registration provenance exists
runtime-racl	ro-root	runtime-candidate	T.4-programmatic	SHOULD	adopt	unmet	config/runtime-candidates.tsv	No runtime operation has programmatically captured provenance
runtime-racl	ro-root	runtime-candidate	T.4-versions	MUST	adopt	unmet	config/runtime-candidates.tsv	Runtime, wrapper, dependencies, weights, or input versions are unresolved
runtime-racl	ro-root	runtime-candidate	A.1	MUST	adopt	unmet	config/runtime-candidates.tsv	No qualified executable reproduction command exists
runtime-racl	ro-root	runtime-candidate	A.2	SHOULD	adopt	unmet	config/runtime-candidates.tsv	Only registry declarations or planned task names exist
runtime-racl	ro-root	runtime-candidate	M.1	SHOULD	adopt	unmet	config/runtime-candidates.tsv	No independent accepted container boundary exists
runtime-racl	ro-root	runtime-candidate	M.3	SHOULD	adopt	unmet	config/runtime-candidates.tsv	Runtime and model licence compatibility is unreviewed
runtime-racl	ro-root	runtime-candidate	P.1	MUST	adopt	unmet	config/runtime-candidates.tsv	Containment, mounts, home, cache, network, and interfaces are untested
runtime-racl	ro-root	runtime-candidate	P.2	MUST	adopt	unmet	config/runtime-candidates.tsv	No accepted exact SIF environment exists
runtime-racl	ro-root	runtime-candidate	P.3	MUST	adopt	unmet	config/runtime-candidates.tsv	No accepted definition or SIF identity is version-controlled
runtime-racl	ro-root	runtime-candidate	E.1	SHOULD	adopt	unmet	config/runtime-candidates.tsv	Fresh disposable execution is untested
runtime-racl	ro-root	runtime-candidate	D.1	MUST	adopt	unmet	config/runtime-candidates.tsv	Persistent retrieval of exact SIF bytes is not established
runtime-racl	ro-root	runtime-candidate	D.2	SHOULD	adopt	unmet	config/runtime-candidates.tsv	Reproducible retrieval or build is unproved
runtime-racl	ro-root	runtime-candidate	D.3	SHOULD	adopt	unmet	config/runtime-candidates.tsv	No resolvable licence identifier is recorded
runtime-resample	ro-root	runtime-candidate	S.1	MUST	adopt	unmet	config/runtime-candidates.tsv	Executable bytes or definition are not composed under the root
runtime-resample	ro-root	runtime-candidate	S.2	MUST	adopt	unmet	config/runtime-candidates.tsv	Licence and governed weight declarations are incomplete
runtime-resample	ro-root	runtime-candidate	T.1	MUST	adopt	unmet	config/runtime-candidates.tsv	Exact accepted SIF content identity is absent
runtime-resample	ro-root	runtime-candidate	T.2	SHOULD	adopt	unmet	config/runtime-candidates.tsv	No accepted runtime DataLad component exists
runtime-resample	ro-root	runtime-candidate	T.3	MUST	adopt	unmet	config/runtime-candidates.tsv	No retrieval, build, qualification, or registration provenance exists
runtime-resample	ro-root	runtime-candidate	T.4-programmatic	SHOULD	adopt	unmet	config/runtime-candidates.tsv	No runtime operation has programmatically captured provenance
runtime-resample	ro-root	runtime-candidate	T.4-versions	MUST	adopt	unmet	config/runtime-candidates.tsv	Runtime, wrapper, dependencies, weights, or input versions are unresolved
runtime-resample	ro-root	runtime-candidate	A.1	MUST	adopt	unmet	config/runtime-candidates.tsv	No qualified executable reproduction command exists
runtime-resample	ro-root	runtime-candidate	A.2	SHOULD	adopt	unmet	config/runtime-candidates.tsv	Only registry declarations or planned task names exist
runtime-resample	ro-root	runtime-candidate	M.1	SHOULD	adopt	unmet	config/runtime-candidates.tsv	No independent accepted container boundary exists
runtime-resample	ro-root	runtime-candidate	M.3	SHOULD	adopt	unmet	config/runtime-candidates.tsv	Runtime and model licence compatibility is unreviewed
runtime-resample	ro-root	runtime-candidate	P.1	MUST	adopt	unmet	config/runtime-candidates.tsv	Containment, mounts, home, cache, network, and interfaces are untested
runtime-resample	ro-root	runtime-candidate	P.2	MUST	adopt	unmet	config/runtime-candidates.tsv	No accepted exact SIF environment exists
runtime-resample	ro-root	runtime-candidate	P.3	MUST	adopt	unmet	config/runtime-candidates.tsv	No accepted definition or SIF identity is version-controlled
runtime-resample	ro-root	runtime-candidate	E.1	SHOULD	adopt	unmet	config/runtime-candidates.tsv	Fresh disposable execution is untested
runtime-resample	ro-root	runtime-candidate	D.1	MUST	adopt	unmet	config/runtime-candidates.tsv	Persistent retrieval of exact SIF bytes is not established
runtime-resample	ro-root	runtime-candidate	D.2	SHOULD	adopt	unmet	config/runtime-candidates.tsv	Reproducible retrieval or build is unproved
runtime-resample	ro-root	runtime-candidate	D.3	SHOULD	adopt	unmet	config/runtime-candidates.tsv	No resolvable licence identifier is recorded
runtime-analysis	ro-root	runtime-candidate	S.1	MUST	adopt	unmet	config/runtime-candidates.tsv	Executable bytes or definition are not composed under the root
runtime-analysis	ro-root	runtime-candidate	S.2	MUST	adopt	unmet	config/runtime-candidates.tsv	Licence and governed weight declarations are incomplete
runtime-analysis	ro-root	runtime-candidate	T.1	MUST	adopt	unmet	config/runtime-candidates.tsv	Exact accepted SIF content identity is absent
runtime-analysis	ro-root	runtime-candidate	T.2	SHOULD	adopt	unmet	config/runtime-candidates.tsv	No accepted runtime DataLad component exists
runtime-analysis	ro-root	runtime-candidate	T.3	MUST	adopt	unmet	config/runtime-candidates.tsv	No retrieval, build, qualification, or registration provenance exists
runtime-analysis	ro-root	runtime-candidate	T.4-programmatic	SHOULD	adopt	unmet	config/runtime-candidates.tsv	No runtime operation has programmatically captured provenance
runtime-analysis	ro-root	runtime-candidate	T.4-versions	MUST	adopt	unmet	config/runtime-candidates.tsv	Runtime, wrapper, dependencies, weights, or input versions are unresolved
runtime-analysis	ro-root	runtime-candidate	A.1	MUST	adopt	unmet	config/runtime-candidates.tsv	No qualified executable reproduction command exists
runtime-analysis	ro-root	runtime-candidate	A.2	SHOULD	adopt	unmet	config/runtime-candidates.tsv	Only registry declarations or planned task names exist
runtime-analysis	ro-root	runtime-candidate	M.1	SHOULD	adopt	unmet	config/runtime-candidates.tsv	No independent accepted container boundary exists
runtime-analysis	ro-root	runtime-candidate	M.3	SHOULD	adopt	unmet	config/runtime-candidates.tsv	Runtime and model licence compatibility is unreviewed
runtime-analysis	ro-root	runtime-candidate	P.1	MUST	adopt	unmet	config/runtime-candidates.tsv	Containment, mounts, home, cache, network, and interfaces are untested
runtime-analysis	ro-root	runtime-candidate	P.2	MUST	adopt	unmet	config/runtime-candidates.tsv	No accepted exact SIF environment exists
runtime-analysis	ro-root	runtime-candidate	P.3	MUST	adopt	unmet	config/runtime-candidates.tsv	No accepted definition or SIF identity is version-controlled
runtime-analysis	ro-root	runtime-candidate	E.1	SHOULD	adopt	unmet	config/runtime-candidates.tsv	Fresh disposable execution is untested
runtime-analysis	ro-root	runtime-candidate	D.1	MUST	adopt	unmet	config/runtime-candidates.tsv	Persistent retrieval of exact SIF bytes is not established
runtime-analysis	ro-root	runtime-candidate	D.2	SHOULD	adopt	unmet	config/runtime-candidates.tsv	Reproducible retrieval or build is unproved
runtime-analysis	ro-root	runtime-candidate	D.3	SHOULD	adopt	unmet	config/runtime-candidates.tsv	No resolvable licence identifier is recorded
results-global	ro-root	planned-result-family	S.1	MUST	adopt	unmet	result-manifest.tsv;result-manifest.tsv#global-*	Manifest declaration exists but no result component bytes exist
results-global	ro-root	planned-result-family	S.2	MUST	adopt	unmet	result-manifest.tsv;result-manifest.tsv#global-*	Result and governed input/output licence declarations are unresolved
results-global	ro-root	planned-result-family	T.1	MUST	adopt	unmet	result-manifest.tsv;result-manifest.tsv#global-*	No artifact, dataset commit, run record, annex key, or output hash exists
results-global	ro-root	planned-result-family	T.2	SHOULD	adopt	unmet	result-manifest.tsv;result-manifest.tsv#global-*	No compatible result DataLad dataset exists
results-global	ro-root	planned-result-family	T.3	MUST	adopt	unmet	result-manifest.tsv;result-manifest.tsv#global-*	No producing provenance record exists
results-global	ro-root	planned-result-family	T.4-programmatic	SHOULD	adopt	unmet	result-manifest.tsv;result-manifest.tsv#global-*	No programmatically captured scientific run exists
results-global	ro-root	planned-result-family	T.4-versions	MUST	adopt	unmet	result-manifest.tsv;result-manifest.tsv#global-*	Producing input, code, configuration, model, and runtime versions are unresolved
results-global	ro-root	planned-result-family	A.1	MUST	adopt	unmet	result-manifest.tsv;result-manifest.tsv#global-*	Reproduction entry point is a placeholder
results-global	ro-root	planned-result-family	A.2	SHOULD	adopt	unmet	result-manifest.tsv;result-manifest.tsv#global-*	No executable result-changing specification exists
results-global	ro-root	planned-result-family	M.1	SHOULD	adopt	unmet	result-manifest.tsv;result-manifest.tsv#global-*	Independent result or derivative dataset boundary is absent
results-global	ro-root	planned-result-family	M.3	SHOULD	adopt	unmet	result-manifest.tsv;result-manifest.tsv#global-*	Output licence declarations and compatibility are unresolved
results-global	ro-root	planned-result-family	P.1	MUST	adopt	unmet	result-manifest.tsv;result-manifest.tsv#global-*	No execution exists to inspect for host state
results-global	ro-root	planned-result-family	P.2	MUST	adopt	unmet	result-manifest.tsv;result-manifest.tsv#global-*	No accepted exact scientific runtime exists
results-global	ro-root	planned-result-family	P.3	MUST	adopt	unmet	result-manifest.tsv;result-manifest.tsv#global-*	No producing environment identity exists
